Strategy,Total,Pit in Laps
2-stop S→H→S   ,86:44.752,"[10, 46]"
2-stop S→H→S   ,86:44.752,"[20, 56]"
2-stop H→S→S   ,86:44.752,"[36, 46]"
2-stop H→S→S   ,86:44.752,"[36, 56]"
2-stop S→S→H   ,86:44.753,"[9, 38]"
2-stop S→S→H   ,86:44.753,"[29, 38]"
2-stop S→H→S   ,86:44.753,"[9, 37]"
2-stop S→H→S   ,86:44.753,"[29, 57]"
2-stop H→S→S   ,86:44.753,"[28, 37]"
2-stop H→S→S   ,86:44.753,"[28, 57]"
2-stop S→M→H   ,86:44.757,"[25, 40]"
2-stop S→H→M   ,86:44.757,"[25, 51]"
2-stop M→S→H   ,86:44.757,"[15, 40]"
2-stop M→H→S   ,86:44.757,"[15, 41]"
2-stop H→S→M   ,86:44.757,"[26, 51]"
2-stop H→M→S   ,86:44.757,"[26, 41]"
2-stop S→S→M   ,86:44.772,"[4, 35]"
2-stop S→S→M   ,86:44.772,"[31, 35]"
2-stop S→M→S   ,86:44.772,"[4, 35]"
2-stop S→M→S   ,86:44.772,"[31, 62]"
2-stop M→S→S   ,86:44.772,"[31, 35]"
2-stop M→S→S   ,86:44.772,"[31, 62]"
2-stop S→S→H   ,86:44.777,"[12, 45]"
2-stop S→S→H   ,86:44.777,"[33, 45]"
2-stop S→H→S   ,86:44.777,"[12, 33]"
2-stop S→H→S   ,86:44.777,"[33, 54]"
2-stop H→S→S   ,86:44.777,"[21, 33]"
2-stop H→S→S   ,86:44.777,"[21, 54]"
2-stop S→M→M   ,86:44.784,"[11, 33]"
2-stop S→M→M   ,86:44.784,"[11, 44]"
2-stop M→S→M   ,86:44.784,"[22, 33]"
2-stop M→S→M   ,86:44.784,"[33, 44]"
2-stop M→M→S   ,86:44.784,"[22, 55]"
2-stop M→M→S   ,86:44.784,"[33, 55]"
2-stop S→M→H   ,86:44.789,"[24, 39]"
2-stop S→H→M   ,86:44.789,"[24, 51]"
2-stop M→S→H   ,86:44.789,"[15, 39]"
2-stop M→H→S   ,86:44.789,"[15, 42]"
2-stop H→S→M   ,86:44.789,"[27, 51]"
2-stop H→M→S   ,86:44.789,"[27, 42]"
2-stop S→S→H   ,86:44.802,"[9, 31]"
2-stop S→S→H   ,86:44.802,"[22, 31]"
2-stop S→H→S   ,86:44.802,"[9, 44]"
2-stop S→H→S   ,86:44.802,"[22, 57]"
2-stop H→S→S   ,86:44.802,"[35, 44]"
2-stop H→S→S   ,86:44.802,"[35, 57]"
2-stop S→S→H   ,86:44.807,"[15, 50]"
2-stop S→S→H   ,86:44.807,"[35, 50]"
2-stop S→H→S   ,86:44.807,"[15, 31]"
2-stop S→H→S   ,86:44.807,"[35, 51]"
2-stop H→S→S   ,86:44.807,"[16, 31]"
2-stop H→S→S   ,86:44.807,"[16, 51]"
2-stop S→M→M   ,86:44.820,"[14, 31]"
2-stop S→M→M   ,86:44.820,"[14, 49]"
2-stop M→S→M   ,86:44.820,"[17, 31]"
2-stop M→S→M   ,86:44.820,"[35, 49]"
2-stop M→M→S   ,86:44.820,"[17, 52]"
2-stop M→M→S   ,86:44.820,"[35, 52]"
2-stop S→S→M   ,86:44.821,"[5, 38]"
2-stop S→S→M   ,86:44.821,"[33, 38]"
2-stop S→M→S   ,86:44.821,"[5, 33]"
2-stop S→M→S   ,86:44.821,"[33, 61]"
2-stop M→S→S   ,86:44.821,"[28, 33]"
2-stop M→S→S   ,86:44.821,"[28, 61]"
2-stop S→S→M   ,86:44.827,"[6, 40]"
2-stop S→S→M   ,86:44.827,"[34, 40]"
2-stop S→M→S   ,86:44.827,"[6, 32]"
2-stop S→M→S   ,86:44.827,"[34, 60]"
2-stop M→S→S   ,86:44.827,"[26, 32]"
2-stop M→S→S   ,86:44.827,"[26, 60]"
2-stop S→M→M   ,86:44.838,"[10, 34]"
2-stop S→M→M   ,86:44.838,"[10, 42]"
2-stop M→S→M   ,86:44.838,"[24, 34]"
2-stop M→S→M   ,86:44.838,"[32, 42]"
2-stop M→M→S   ,86:44.838,"[24, 56]"
2-stop M→M→S   ,86:44.838,"[32, 56]"
2-stop S→M→H   ,86:44.855,"[17, 41]"
2-stop S→H→M   ,86:44.855,"[17, 42]"
2-stop M→S→H   ,86:44.855,"[24, 41]"
2-stop M→H→S   ,86:44.855,"[24, 49]"
2-stop H→S→M   ,86:44.855,"[25, 42]"
2-stop H→M→S   ,86:44.855,"[25, 49]"
2-stop S→M→H   ,86:44.857,"[20, 53]"
2-stop S→H→M   ,86:44.857,"[20, 33]"
2-stop M→S→H   ,86:44.857,"[33, 53]"
2-stop M→H→S   ,86:44.857,"[33, 46]"
2-stop H→S→M   ,86:44.857,"[13, 33]"
2-stop H→M→S   ,86:44.857,"[13, 46]"
2-stop S→S→M   ,86:44.860,"[8, 27]"
2-stop S→S→M   ,86:44.860,"[19, 27]"
2-stop S→M→S   ,86:44.860,"[8, 47]"
2-stop S→M→S   ,86:44.860,"[19, 58]"
2-stop M→S→S   ,86:44.860,"[39, 47]"
2-stop M→S→S   ,86:44.860,"[39, 58]"
2-stop S→M→H   ,86:44.869,"[17, 47]"
2-stop S→H→M   ,86:44.869,"[17, 36]"
2-stop M→S→H   ,86:44.869,"[30, 47]"
2-stop M→H→S   ,86:44.869,"[30, 49]"
2-stop H→S→M   ,86:44.869,"[19, 36]"
2-stop H→M→S   ,86:44.869,"[19, 49]"
2-stop S→S→M   ,86:44.872,"[17, 55]"
2-stop S→S→M   ,86:44.872,"[38, 55]"
2-stop S→M→S   ,86:44.872,"[17, 28]"
2-stop S→M→S   ,86:44.872,"[38, 49]"
2-stop M→S→S   ,86:44.872,"[11, 28]"
2-stop M→S→S   ,86:44.872,"[11, 49]"
2-stop S→H→S   ,86:44.879,"[14, 51]"
2-stop S→H→S   ,86:44.879,"[15, 52]"
2-stop S→S→H   ,86:44.879,"[14, 29]"
2-stop S→S→H   ,86:44.879,"[15, 29]"
2-stop H→S→S   ,86:44.879,"[37, 51]"
2-stop H→S→S   ,86:44.879,"[37, 52]"
2-stop S→M→H   ,86:44.882,"[26, 41]"
2-stop S→H→M   ,86:44.882,"[26, 51]"
2-stop M→S→H   ,86:44.882,"[15, 41]"
2-stop M→H→S   ,86:44.882,"[15, 40]"
2-stop H→S→M   ,86:44.882,"[25, 51]"
2-stop H→M→S   ,86:44.882,"[25, 40]"
2-stop S→S→H   ,86:44.917,"[10, 41]"
2-stop S→S→H   ,86:44.917,"[31, 41]"
2-stop S→H→S   ,86:44.917,"[10, 35]"
2-stop S→H→S   ,86:44.917,"[31, 56]"
2-stop H→S→S   ,86:44.917,"[25, 35]"
2-stop H→S→S   ,86:44.917,"[25, 56]"
2-stop S→M→H   ,86:44.924,"[18, 39]"
2-stop S→H→M   ,86:44.924,"[18, 45]"
2-stop M→S→H   ,86:44.924,"[21, 39]"
2-stop M→H→S   ,86:44.924,"[21, 48]"
2-stop H→S→M   ,86:44.924,"[27, 45]"
2-stop H→M→S   ,86:44.924,"[27, 48]"
2-stop S→M→M   ,86:44.947,"[25, 31]"
2-stop S→M→M   ,86:44.947,"[25, 60]"
2-stop M→S→M   ,86:44.947,"[6, 31]"
2-stop M→S→M   ,86:44.947,"[35, 60]"
2-stop M→M→S   ,86:44.947,"[6, 41]"
2-stop M→M→S   ,86:44.947,"[35, 41]"
2-stop S→S→H   ,86:44.949,"[13, 29]"
2-stop S→S→H   ,86:44.949,"[16, 29]"
2-stop S→H→S   ,86:44.949,"[13, 50]"
2-stop S→H→S   ,86:44.949,"[16, 53]"
2-stop H→S→S   ,86:44.949,"[37, 50]"
2-stop H→S→S   ,86:44.949,"[37, 53]"
2-stop S→M→H   ,86:44.956,"[19, 38]"
2-stop S→H→M   ,86:44.956,"[19, 47]"
2-stop M→S→H   ,86:44.956,"[19, 38]"
2-stop M→H→S   ,86:44.956,"[19, 47]"
2-stop H→S→M   ,86:44.956,"[28, 47]"
2-stop H→M→S   ,86:44.956,"[28, 47]"
2-stop S→M→H   ,86:44.972,"[30, 54]"
2-stop S→H→M   ,86:44.972,"[30, 42]"
2-stop M→S→H   ,86:44.972,"[24, 54]"
2-stop M→H→S   ,86:44.972,"[24, 36]"
2-stop H→S→M   ,86:44.972,"[12, 42]"
2-stop H→M→S   ,86:44.972,"[12, 36]"
2-stop S→M→H   ,86:44.978,"[23, 38]"
2-stop S→H→M   ,86:44.978,"[23, 51]"
2-stop M→S→H   ,86:44.978,"[15, 38]"
2-stop M→H→S   ,86:44.978,"[15, 43]"
2-stop H→S→M   ,86:44.978,"[28, 51]"
2-stop H→M→S   ,86:44.978,"[28, 43]"
2-stop S→M→M   ,86:44.985,"[12, 32]"
2-stop S→M→M   ,86:44.985,"[12, 46]"
2-stop M→S→M   ,86:44.985,"[20, 32]"
2-stop M→S→M   ,86:44.985,"[34, 46]"
2-stop M→M→S   ,86:44.985,"[20, 54]"
2-stop M→M→S   ,86:44.985,"[34, 54]"
2-stop S→M→M   ,86:44.991,"[33, 43]"
2-stop S→M→M   ,86:44.991,"[33, 56]"
2-stop M→S→M   ,86:44.991,"[10, 43]"
2-stop M→S→M   ,86:44.991,"[23, 56]"
2-stop M→M→S   ,86:44.991,"[10, 33]"
2-stop M→M→S   ,86:44.991,"[23, 33]"
2-stop S→M→H   ,86:44.992,"[30, 53]"
2-stop S→H→M   ,86:44.992,"[30, 43]"
2-stop M→S→H   ,86:44.992,"[23, 53]"
2-stop M→H→S   ,86:44.992,"[23, 36]"
2-stop H→S→M   ,86:44.992,"[13, 43]"
2-stop H→M→S   ,86:44.992,"[13, 36]"
2-stop S→S→H   ,86:44.993,"[17, 53]"
2-stop S→S→H   ,86:44.993,"[36, 53]"
2-stop S→H→S   ,86:44.993,"[17, 30]"
2-stop S→H→S   ,86:44.993,"[36, 49]"
2-stop H→S→S   ,86:44.993,"[13, 30]"
2-stop H→S→S   ,86:44.993,"[13, 49]"
2-stop S→S→M   ,86:44.995,"[12, 49]"
2-stop S→S→M   ,86:44.995,"[37, 49]"
2-stop S→M→S   ,86:44.995,"[12, 29]"
2-stop S→M→S   ,86:44.995,"[37, 54]"
2-stop M→S→S   ,86:44.995,"[17, 29]"
2-stop M→S→S   ,86:44.995,"[17, 54]"
2-stop S→M→H   ,86:45.002,"[30, 55]"
2-stop S→H→M   ,86:45.002,"[30, 41]"
2-stop M→S→H   ,86:45.002,"[25, 55]"
2-stop M→H→S   ,86:45.002,"[25, 36]"
2-stop H→S→M   ,86:45.002,"[11, 41]"
2-stop H→M→S   ,86:45.002,"[11, 36]"
2-stop S→M→M   ,86:45.010,"[31, 37]"
2-stop S→M→M   ,86:45.010,"[31, 60]"
2-stop M→S→M   ,86:45.010,"[6, 37]"
2-stop M→S→M   ,86:45.010,"[29, 60]"
2-stop M→M→S   ,86:45.010,"[6, 35]"
2-stop M→M→S   ,86:45.010,"[29, 35]"
2-stop S→M→H   ,86:45.023,"[29, 47]"
2-stop S→H→M   ,86:45.023,"[29, 48]"
2-stop M→S→H   ,86:45.023,"[18, 47]"
2-stop M→H→S   ,86:45.023,"[18, 37]"
2-stop H→S→M   ,86:45.023,"[19, 48]"
2-stop H→M→S   ,86:45.023,"[19, 37]"
1-stop S→M     ,86:45.037,[21]
1-stop M→S     ,86:45.037,[45]
2-stop S→M→H   ,86:45.041,"[29, 58]"
2-stop S→H→M   ,86:45.041,"[29, 37]"
2-stop M→S→H   ,86:45.041,"[29, 58]"
2-stop M→H→S   ,86:45.041,"[29, 37]"
2-stop H→S→M   ,86:45.041,"[8, 37]"
2-stop H→M→S   ,86:45.041,"[8, 37]"
2-stop S→M→H   ,86:45.062,"[30, 52]"
2-stop S→H→M   ,86:45.062,"[30, 44]"
2-stop M→S→H   ,86:45.062,"[22, 52]"
2-stop M→H→S   ,86:45.062,"[22, 36]"
2-stop H→S→M   ,86:45.062,"[14, 44]"
2-stop H→M→S   ,86:45.062,"[14, 36]"
2-stop S→S→M   ,86:45.077,"[22, 60]"
2-stop S→S→M   ,86:45.077,"[38, 60]"
2-stop S→M→S   ,86:45.077,"[22, 28]"
2-stop S→M→S   ,86:45.077,"[38, 44]"
2-stop M→S→S   ,86:45.077,"[6, 28]"
2-stop M→S→S   ,86:45.077,"[6, 44]"
2-stop S→M→H   ,86:45.082,"[30, 56]"
2-stop S→H→M   ,86:45.082,"[30, 40]"
2-stop M→S→H   ,86:45.082,"[26, 56]"
2-stop M→H→S   ,86:45.082,"[26, 36]"
2-stop H→S→M   ,86:45.082,"[10, 40]"
2-stop H→M→S   ,86:45.082,"[10, 36]"
2-stop S→S→H   ,86:45.089,"[12, 29]"
2-stop S→S→H   ,86:45.089,"[17, 29]"
2-stop S→H→S   ,86:45.089,"[12, 49]"
2-stop S→H→S   ,86:45.089,"[17, 54]"
2-stop H→S→S   ,86:45.089,"[37, 49]"
2-stop H→S→S   ,86:45.089,"[37, 54]"
2-stop S→S→H   ,86:45.094,"[13, 47]"
2-stop S→S→H   ,86:45.094,"[34, 47]"
2-stop S→H→S   ,86:45.094,"[13, 32]"
2-stop S→H→S   ,86:45.094,"[34, 53]"
2-stop H→S→S   ,86:45.094,"[19, 32]"
2-stop H→S→S   ,86:45.094,"[19, 53]"
2-stop S→M→H   ,86:45.107,"[25, 58]"
2-stop S→H→M   ,86:45.107,"[25, 33]"
2-stop M→S→H   ,86:45.107,"[33, 58]"
2-stop M→H→S   ,86:45.107,"[33, 41]"
2-stop H→S→M   ,86:45.107,"[8, 33]"
2-stop H→M→S   ,86:45.107,"[8, 41]"
2-stop S→M→M   ,86:45.123,"[32, 39]"
2-stop S→M→M   ,86:45.123,"[32, 59]"
2-stop M→S→M   ,86:45.123,"[7, 39]"
2-stop M→S→M   ,86:45.123,"[27, 59]"
2-stop M→M→S   ,86:45.123,"[7, 34]"
2-stop M→M→S   ,86:45.123,"[27, 34]"
2-stop S→M→H   ,86:45.130,"[18, 50]"
2-stop S→H→M   ,86:45.130,"[18, 34]"
2-stop M→S→H   ,86:45.130,"[32, 50]"
2-stop M→H→S   ,86:45.130,"[32, 48]"
2-stop H→S→M   ,86:45.130,"[16, 34]"
2-stop H→M→S   ,86:45.130,"[16, 48]"
2-stop S→M→H   ,86:45.139,"[28, 44]"
2-stop S→H→M   ,86:45.139,"[28, 50]"
2-stop M→S→H   ,86:45.139,"[16, 44]"
2-stop M→H→S   ,86:45.139,"[16, 38]"
2-stop H→S→M   ,86:45.139,"[22, 50]"
2-stop H→M→S   ,86:45.139,"[22, 38]"
2-stop S→M→M   ,86:45.147,"[9, 35]"
2-stop S→M→M   ,86:45.147,"[9, 40]"
2-stop M→S→M   ,86:45.147,"[26, 35]"
2-stop M→S→M   ,86:45.147,"[31, 40]"
2-stop M→M→S   ,86:45.147,"[26, 57]"
2-stop M→M→S   ,86:45.147,"[31, 57]"
2-stop S→M→M   ,86:45.150,"[23, 30]"
2-stop S→M→M   ,86:45.150,"[23, 59]"
2-stop M→S→M   ,86:45.150,"[7, 30]"
2-stop M→S→M   ,86:45.150,"[36, 59]"
2-stop M→M→S   ,86:45.150,"[7, 43]"
2-stop M→M→S   ,86:45.150,"[36, 43]"
2-stop S→M→M   ,86:45.155,"[16, 30]"
2-stop S→M→M   ,86:45.155,"[16, 52]"
2-stop M→S→M   ,86:45.155,"[14, 30]"
2-stop M→S→M   ,86:45.155,"[36, 52]"
2-stop M→M→S   ,86:45.155,"[14, 50]"
2-stop M→M→S   ,86:45.155,"[36, 50]"
2-stop S→M→H   ,86:45.161,"[17, 40]"
2-stop S→H→M   ,86:45.161,"[17, 43]"
2-stop M→S→H   ,86:45.161,"[23, 40]"
2-stop M→H→S   ,86:45.161,"[23, 49]"
2-stop H→S→M   ,86:45.161,"[26, 43]"
2-stop H→M→S   ,86:45.161,"[26, 49]"
2-stop S→M→H   ,86:45.164,"[27, 42]"
2-stop S→H→M   ,86:45.164,"[27, 51]"
2-stop M→S→H   ,86:45.164,"[15, 42]"
2-stop M→H→S   ,86:45.164,"[15, 39]"
2-stop H→S→M   ,86:45.164,"[24, 51]"
2-stop H→M→S   ,86:45.164,"[24, 39]"
2-stop S→M→H   ,86:45.182,"[30, 51]"
2-stop S→H→M   ,86:45.182,"[30, 45]"
2-stop M→S→H   ,86:45.182,"[21, 51]"
2-stop M→H→S   ,86:45.182,"[21, 36]"
2-stop H→S→M   ,86:45.182,"[15, 45]"
2-stop H→M→S   ,86:45.182,"[15, 36]"
2-stop S→S→M   ,86:45.192,"[4, 30]"
2-stop S→S→M   ,86:45.192,"[26, 30]"
2-stop S→M→S   ,86:45.192,"[4, 40]"
2-stop S→M→S   ,86:45.192,"[26, 62]"
2-stop M→S→S   ,86:45.192,"[36, 40]"
2-stop M→S→S   ,86:45.192,"[36, 62]"
2-stop S→M→M   ,86:45.201,"[28, 33]"
2-stop S→M→M   ,86:45.201,"[28, 61]"
2-stop M→S→M   ,86:45.201,"[5, 33]"
2-stop M→S→M   ,86:45.201,"[33, 61]"
2-stop M→M→S   ,86:45.201,"[5, 38]"
2-stop M→M→S   ,86:45.201,"[33, 38]"
2-stop S→H→M   ,86:45.209,"[21, 50]"
2-stop S→M→H   ,86:45.209,"[21, 37]"
2-stop M→S→H   ,86:45.209,"[16, 37]"
2-stop M→H→S   ,86:45.209,"[16, 45]"
2-stop H→S→M   ,86:45.209,"[29, 50]"
2-stop H→M→S   ,86:45.209,"[29, 45]"
2-stop S→S→M   ,86:45.220,"[16, 54]"
2-stop S→S→M   ,86:45.220,"[38, 54]"
2-stop S→M→S   ,86:45.220,"[16, 28]"
2-stop S→M→S   ,86:45.220,"[38, 50]"
2-stop M→S→S   ,86:45.220,"[12, 28]"
2-stop M→S→S   ,86:45.220,"[12, 50]"
2-stop S→S→H   ,86:45.224,"[22, 59]"
2-stop S→S→H   ,86:45.224,"[37, 59]"
2-stop S→H→S   ,86:45.224,"[22, 29]"
2-stop S→H→S   ,86:45.224,"[37, 44]"
2-stop H→S→S   ,86:45.224,"[7, 29]"
2-stop H→S→S   ,86:45.224,"[7, 44]"
2-stop S→M→M   ,86:45.225,"[29, 34]"
2-stop S→M→M   ,86:45.225,"[29, 61]"
2-stop M→S→M   ,86:45.225,"[5, 34]"
2-stop M→S→M   ,86:45.225,"[32, 61]"
2-stop M→M→S   ,86:45.225,"[5, 37]"
2-stop M→M→S   ,86:45.225,"[32, 37]"
2-stop S→S→H   ,86:45.234,"[8, 34]"
2-stop S→S→H   ,86:45.234,"[26, 34]"
2-stop S→H→S   ,86:45.234,"[8, 40]"
2-stop S→H→S   ,86:45.234,"[26, 58]"
2-stop H→S→S   ,86:45.234,"[32, 40]"
2-stop H→S→S   ,86:45.234,"[32, 58]"
2-stop S→M→H   ,86:45.241,"[16, 43]"
2-stop S→H→M   ,86:45.241,"[16, 39]"
2-stop M→S→H   ,86:45.241,"[27, 43]"
2-stop M→H→S   ,86:45.241,"[27, 50]"
2-stop H→S→M   ,86:45.241,"[23, 39]"
2-stop H→M→S   ,86:45.241,"[23, 50]"
2-stop S→S→H   ,86:45.243,"[21, 58]"
2-stop S→S→H   ,86:45.243,"[37, 58]"
2-stop S→H→S   ,86:45.243,"[21, 29]"
2-stop S→H→S   ,86:45.243,"[37, 45]"
2-stop H→S→S   ,86:45.243,"[8, 29]"
2-stop H→S→S   ,86:45.243,"[8, 45]"
2-stop S→S→M   ,86:45.257,"[9, 45]"
2-stop S→S→M   ,86:45.257,"[36, 45]"
2-stop S→M→S   ,86:45.257,"[9, 30]"
2-stop S→M→S   ,86:45.257,"[36, 57]"
2-stop S→M→H   ,86:45.257,"[20, 37]"
2-stop S→H→M   ,86:45.257,"[20, 49]"
2-stop M→S→S   ,86:45.257,"[21, 30]"
2-stop M→S→S   ,86:45.257,"[21, 57]"
2-stop M→S→H   ,86:45.257,"[17, 37]"
2-stop M→H→S   ,86:45.257,"[17, 46]"
2-stop H→S→M   ,86:45.257,"[29, 49]"
2-stop H→M→S   ,86:45.257,"[29, 46]"
2-stop S→S→H   ,86:45.263,"[8, 33]"
2-stop S→S→H   ,86:45.263,"[25, 33]"
2-stop S→H→S   ,86:45.263,"[25, 58]"
2-stop S→H→S   ,86:45.263,"[8, 41]"
2-stop H→S→S   ,86:45.263,"[33, 41]"
2-stop H→S→S   ,86:45.263,"[33, 58]"
2-stop S→M→H   ,86:45.273,"[16, 44]"
2-stop S→H→M   ,86:45.273,"[16, 38]"
2-stop M→S→H   ,86:45.273,"[28, 44]"
2-stop M→H→S   ,86:45.273,"[28, 50]"
2-stop H→S→M   ,86:45.273,"[22, 38]"
2-stop H→M→S   ,86:45.273,"[22, 50]"
2-stop S→M→H   ,86:45.278,"[19, 52]"
2-stop S→H→M   ,86:45.278,"[19, 33]"
2-stop M→S→H   ,86:45.278,"[33, 52]"
2-stop M→H→S   ,86:45.278,"[33, 47]"
2-stop H→S→M   ,86:45.278,"[14, 33]"
2-stop H→M→S   ,86:45.278,"[14, 47]"
2-stop S→M→H   ,86:45.292,"[30, 57]"
2-stop S→H→M   ,86:45.292,"[30, 39]"
2-stop M→S→H   ,86:45.292,"[27, 57]"
2-stop M→H→S   ,86:45.292,"[27, 36]"
2-stop H→S→M   ,86:45.292,"[9, 39]"
2-stop H→M→S   ,86:45.292,"[9, 36]"
2-stop S→S→H   ,86:45.299,"[11, 29]"
2-stop S→S→H   ,86:45.299,"[18, 29]"
2-stop S→H→S   ,86:45.299,"[11, 48]"
2-stop S→H→S   ,86:45.299,"[18, 55]"
2-stop H→S→S   ,86:45.299,"[37, 48]"
2-stop H→S→S   ,86:45.299,"[37, 55]"
2-stop S→S→M   ,86:45.307,"[32, 65]"
2-stop S→S→M   ,86:45.307,"[33, 65]"
2-stop S→M→S   ,86:45.307,"[32, 33]"
2-stop S→M→S   ,86:45.307,"[33, 34]"
2-stop M→S→S   ,86:45.307,"[1, 33]"
2-stop M→S→S   ,86:45.307,"[1, 34]"
2-stop S→M→H   ,86:45.313,"[17, 48]"
2-stop S→H→M   ,86:45.313,"[17, 35]"
2-stop M→S→H   ,86:45.313,"[31, 48]"
2-stop M→H→S   ,86:45.313,"[31, 49]"
2-stop H→S→M   ,86:45.313,"[18, 35]"
2-stop H→M→S   ,86:45.313,"[18, 49]"
2-stop S→S→H   ,86:45.324,"[29, 64]"
2-stop S→S→H   ,86:45.324,"[35, 64]"
2-stop S→M→H   ,86:45.324,"[22, 37]"
2-stop S→H→S   ,86:45.324,"[29, 31]"
2-stop S→H→S   ,86:45.324,"[35, 37]"
2-stop S→H→M   ,86:45.324,"[22, 51]"
2-stop M→S→H   ,86:45.324,"[15, 37]"
2-stop M→H→S   ,86:45.324,"[15, 44]"
2-stop H→S→S   ,86:45.324,"[2, 31]"
2-stop H→S→S   ,86:45.324,"[2, 37]"
2-stop H→S→M   ,86:45.324,"[29, 51]"
2-stop H→M→S   ,86:45.324,"[29, 44]"
2-stop S→M→H   ,86:45.337,"[25, 39]"
2-stop S→H→M   ,86:45.337,"[25, 52]"
2-stop M→S→H   ,86:45.337,"[14, 39]"
2-stop M→H→S   ,86:45.337,"[14, 41]"
2-stop H→S→M   ,86:45.337,"[27, 52]"
2-stop H→M→S   ,86:45.337,"[27, 41]"
2-stop S→M→H   ,86:45.339,"[16, 42]"
2-stop S→H→M   ,86:45.339,"[16, 40]"
2-stop M→S→H   ,86:45.339,"[26, 42]"
2-stop M→H→S   ,86:45.339,"[26, 50]"
2-stop H→S→M   ,86:45.339,"[24, 40]"
2-stop H→M→S   ,86:45.339,"[24, 50]"
2-stop S→M→H   ,86:45.352,"[30, 50]"
2-stop S→H→M   ,86:45.352,"[30, 46]"
2-stop M→S→H   ,86:45.352,"[20, 50]"
2-stop M→H→S   ,86:45.352,"[20, 36]"
2-stop H→S→M   ,86:45.352,"[16, 46]"
2-stop H→M→S   ,86:45.352,"[16, 36]"
2-stop S→S→M   ,86:45.355,"[7, 42]"
2-stop S→S→M   ,86:45.355,"[35, 42]"
2-stop S→M→S   ,86:45.355,"[7, 31]"
2-stop S→M→S   ,86:45.355,"[35, 59]"
2-stop M→S→S   ,86:45.355,"[24, 31]"
2-stop M→S→S   ,86:45.355,"[24, 59]"
2-stop S→M→H   ,86:45.358,"[18, 38]"
2-stop S→H→M   ,86:45.358,"[18, 46]"
2-stop M→S→H   ,86:45.358,"[20, 38]"
2-stop M→H→S   ,86:45.358,"[20, 48]"
2-stop H→S→M   ,86:45.358,"[28, 46]"
2-stop H→M→S   ,86:45.358,"[28, 48]"
2-stop S→S→H   ,86:45.362,"[8, 35]"
2-stop S→S→H   ,86:45.362,"[23, 60]"
2-stop S→S→H   ,86:45.362,"[27, 35]"
2-stop S→S→H   ,86:45.362,"[37, 60]"
2-stop S→H→S   ,86:45.362,"[8, 39]"
2-stop S→H→S   ,86:45.362,"[23, 29]"
2-stop S→H→S   ,86:45.362,"[27, 58]"
2-stop S→H→S   ,86:45.362,"[37, 43]"
2-stop H→S→S   ,86:45.362,"[6, 29]"
2-stop H→S→S   ,86:45.362,"[6, 43]"
2-stop H→S→S   ,86:45.362,"[31, 39]"
2-stop H→S→S   ,86:45.362,"[31, 58]"
2-stop S→M→H   ,86:45.365,"[29, 46]"
2-stop S→H→M   ,86:45.365,"[29, 49]"
2-stop M→S→H   ,86:45.365,"[17, 46]"
2-stop M→H→S   ,86:45.365,"[17, 37]"
2-stop H→S→M   ,86:45.365,"[20, 49]"
2-stop H→M→S   ,86:45.365,"[20, 37]"
2-stop S→S→H   ,86:45.368,"[27, 63]"
2-stop S→S→H   ,86:45.368,"[36, 63]"
2-stop S→H→S   ,86:45.368,"[27, 30]"
2-stop S→H→S   ,86:45.368,"[36, 39]"
2-stop H→S→S   ,86:45.368,"[3, 30]"
2-stop H→S→S   ,86:45.368,"[3, 39]"
2-stop S→S→H   ,86:45.374,"[9, 39]"
2-stop S→S→H   ,86:45.374,"[30, 39]"
2-stop S→H→S   ,86:45.374,"[9, 36]"
2-stop S→H→S   ,86:45.374,"[30, 57]"
2-stop H→S→S   ,86:45.374,"[27, 36]"
2-stop H→S→S   ,86:45.374,"[27, 57]"
2-stop S→M→H   ,86:45.379,"[28, 59]"
2-stop S→H→M   ,86:45.379,"[28, 35]"
2-stop M→S→H   ,86:45.379,"[31, 59]"
2-stop M→H→S   ,86:45.379,"[31, 38]"
2-stop H→S→M   ,86:45.379,"[7, 35]"
2-stop H→M→S   ,86:45.379,"[7, 38]"
2-stop S→M→H   ,86:45.382,"[27, 59]"
2-stop S→H→M   ,86:45.382,"[27, 34]"
2-stop M→S→H   ,86:45.382,"[32, 59]"
2-stop M→H→S   ,86:45.382,"[32, 39]"
2-stop H→S→M   ,86:45.382,"[7, 34]"
2-stop H→M→S   ,86:45.382,"[7, 39]"
2-stop S→M→M   ,86:45.383,"[33, 42]"
2-stop S→M→M   ,86:45.383,"[33, 57]"
2-stop M→S→M   ,86:45.383,"[9, 42]"
2-stop M→S→M   ,86:45.383,"[24, 57]"
2-stop M→M→S   ,86:45.383,"[9, 33]"
2-stop M→M→S   ,86:45.383,"[24, 33]"
2-stop S→M→H   ,86:45.391,"[24, 38]"
2-stop S→H→M   ,86:45.391,"[24, 52]"
2-stop M→S→H   ,86:45.391,"[14, 38]"
2-stop M→H→S   ,86:45.391,"[14, 42]"
2-stop H→S→M   ,86:45.391,"[28, 52]"
2-stop H→M→S   ,86:45.391,"[28, 42]"
2-stop S→S→M   ,86:45.417,"[4, 36]"
2-stop S→S→M   ,86:45.417,"[32, 36]"
2-stop S→M→S   ,86:45.417,"[4, 34]"
2-stop S→M→S   ,86:45.417,"[32, 62]"
2-stop M→S→S   ,86:45.417,"[30, 34]"
2-stop M→S→S   ,86:45.417,"[30, 62]"
2-stop S→S→H   ,86:45.419,"[20, 57]"
2-stop S→S→H   ,86:45.419,"[37, 57]"
